target,eigenvalue,participation_ratio
0,1.4344880288905372e-05,0.4442462886947135
0,3.5826860988059736e-05,0.42114062511722455
0,3.594216218381441e-05,0.4223252148040609
0,5.7435993227514965e-05,0.44472374398375597
0,7.170164482057943e-05,0.4405308715348191
0,7.186898782450425e-05,0.44154420806250255
0,9.327381583155658e-05,0.42582177707154584
0,9.33159634489557e-05,0.4256688514459259
0,0.0001217646615348047,0.3829994112158194
0,0.0001221272216598707,0.383693876371414
0,0.00012917744001810581,0.4442759022162093
0,0.00014326850828490012,0.3890210129388837
0,0.00014361666743835507,0.38973832846439743
0,0.00017925829734615704,0.37999771236624447
0,0.0001795096180524136,0.3818912921015038
0,0.00018630396988942704,0.3808854269497465
0,0.00018645473575218678,0.3799305820442782
0,0.00020780671134124255,0.42933003317465024
0,0.00020805820717055323,0.42941088125464505
0,0.00022934770574062867,0.4441414185106656
0,0.00024355299813866364,0.39195671983231606
10,10.000000743619903,0.28849737983327073
10,9.99999147497284,0.27938655561032555
10,10.000009359146794,0.2791736355267302
10,10.000012851476434,0.28197546767407017
10,9.999984076654885,0.28123618969781744
10,10.000017071319471,0.2696519952993403
10,10.000027714814586,0.27463333330445966
10,9.999968054147322,0.2632481129795842
10,9.999962505352315,0.2509658354538127
10,10.00003931549608,0.2676375500302988
10,10.00004219276818,0.2717156297658986
10,10.000049664893398,0.26299674610434975
10,9.99995006410186,0.26997334641873716
10,9.99994311319001,0.24539001863427373
10,10.000070312841672,0.28347321558417443
10,10.00007751102703,0.2894246818190586
10,9.999922141233903,0.26521643530754735
10,10.000081037713127,0.2929789308358198
10,9.999916931283302,0.2564856664634399
10,10.000090594373894,0.27879641739457905
10,9.999903059440983,0.2743995097579399
20,20.00000099461237,0.20099404981341074
20,20.00001207751057,0.18788942538092146
20,19.999978701885713,0.18852520636068118
20,19.999976507213436,0.18361942294022843
20,19.999973022940868,0.19399960708030686
20,19.999963843897827,0.1666057002808801
20,20.000037703836114,0.22612670363924608
20,20.00004407765216,0.2117451240869611
20,20.0000620303992,0.20580720301190972
20,20.00006462462005,0.18804285721163091
20,19.999933290883504,0.11575537780258086
20,20.00007082068317,0.2095952056689996
20,20.00007923798375,0.17147995257501814
20,19.99992045547577,0.17956635643216529
20,19.999900380741277,0.18270697743136716
20,20.000102415113687,0.21428687507751804
20,19.999888732953725,0.12407015657499955
20,20.000121423711462,0.20303336105275804
20,19.99987788061543,0.19281240419832765
20,20.000124050085585,0.2171886430450113
20,19.999872479145488,0.219670019641161
30,30.000005893842452,0.10888879116944265
30,29.999987436452475,0.11062183689073596
30,30.000023741993996,0.11466319280139425
30,29.999975466847555,0.09604889162683
30,30.000049576600713,0.10698731000876599
30,29.999943290424767,0.10787252031667005
30,29.99993984495361,0.09833645054808463
30,30.000062696100624,0.1101160891412854
30,29.99993091349956,0.12047168591643792
30,29.999929081099683,0.10395218201788779
30,30.000083583359714,0.10679306444285776
30,29.99991205976455,0.09605221582871304
30,30.000105133335897,0.05678862842957912
30,30.00011901002277,0.12740428766579007
30,30.000131143089668,0.08654980111900765
30,29.999866285154333,0.13720760583952402
30,29.99985544803758,0.10539340616818149
30,30.000156514611923,0.11154322336383846
30,30.0001642958388,0.12228767125500989
30,29.999832646084997,0.10670206639859711
30,29.999805550483057,0.110390499769902
40,40.00002177632067,0.04861232177136755
40,39.99997710027223,0.0501848176640942
40,39.999960432768624,0.031146044830846733
40,39.99995062858057,0.022040270601308636
40,40.0000534190436,0.057971806817289834
40,39.99993531188423,0.04151575753729098
40,40.00008820259849,0.058482999714288685
40,39.99990517930249,0.03290245145133568
40,40.000100481469005,0.04848126975390791
40,39.999867610117484,0.04080186384481379
40,40.00014883789233,0.02310432647807233
40,39.99984459607742,0.02504523794436591
40,39.99983844986853,0.03870184861833121
40,40.0001852313583,0.04774969193890411
40,39.9998043098438,0.051074085362448306
40,39.99978386243557,0.03668204414298046
40,40.000221158312804,0.053189546049998135
40,40.000237199673734,0.020692850281842288
40,39.99975377543111,0.02912940690494248
40,39.99974028168593,0.024904773643865407
40,40.00027702192082,0.038855963907456215
50,50.00000672016616,0.017588682480857355
50,50.000047879292964,0.028306991191542057
50,49.99989655590456,0.015473143421497238
50,50.00011457528212,0.039796891960374656
50,49.99986381552182,0.018313873618124654
50,50.000137364533956,0.03247900662655886
50,49.999822474667305,0.013171078979077185
50,50.00017908612939,0.010037985832879912
50,49.999797635435236,0.027956978952717586
50,49.99979391809696,0.013259098775203128
50,50.00021801043972,0.013357737828768958
50,50.000225098317834,0.025631014675990785
50,49.99976860427036,0.023885726622667938
50,50.000260711362436,0.011852716667043604
50,49.99969943603527,0.01675241553310873
50,50.000312786365754,0.02367867054023753
50,49.99965552519438,0.030733659131284462
50,49.99962408886397,0.011785966335131398
50,49.999610429722864,0.01603097494406434
50,50.00040647757362,0.03609662108374093
50,49.999587222704506,0.029059607834911374
60,60.00002522679158,0.04728539008854288
60,59.99995927792607,0.042294164396681294
60,60.00004146307068,0.014930194383085712
60,60.00005727503537,0.029856107016239267
60,59.99991720321232,0.03194666984024464
60,59.99991360470067,0.04094897452013852
60,60.00010166197413,0.04443329112284196
60,59.99988852663193,0.037372385554812544
60,59.999864284815764,0.050745132042782984
60,60.000164270462655,0.05543433012150638
60,60.00017830620749,0.035019026405332894
60,60.000189803039554,0.04116924950865422
60,59.99980892512549,0.03682285891232278
60,59.999805567126735,0.02478729628277385
60,60.000217386501426,0.04644341360482879
60,59.9997273216801,0.021053022401161477
60,59.999705111369934,0.04746077605554132
60,60.00029545896098,0.0419117453920899
60,59.99965751599961,0.03857576249817012
60,60.000374578746616,0.045096383128295656
60,59.999611411622524,0.024835481068786417
70,69.99998718414788,0.024882814906906532
70,70.00001451712305,0.061608897382592565
70,70.00005803042947,0.05386113088964575
70,69.99993550908428,0.05743277578355919
70,70.00010459023491,0.03461689492283975
70,69.99988138613328,0.04567144216925127
70,69.99986837249766,0.06384569382407294
70,70.00013404485702,0.0711744920163226
70,70.00014226033161,0.05212854914793451
70,69.99980907859154,0.04670232915895262
70,70.00021830144938,0.05474476778940668
70,69.99977777685895,0.06636561381592153
70,70.00024988261848,0.062450192960646696
70,70.00028422754475,0.07148808248444256
70,69.99969503129151,0.06286905995672297
70,70.0003118928728,0.06318864780188542
70,69.99966950762114,0.0623476313626083
70,69.99965695237601,0.053142275684394724
70,70.00036717863323,0.07164751970430064
70,69.99961908446802,0.05480922399159866
70,70.00040922659265,0.06073628083686716
80,80.00003091403777,0.07152552523058417
80,79.99994894237062,0.07246040891725468
80,79.99991732961766,0.0647820061777076
80,80.00008658845387,0.0642630699813773
80,80.00009369682373,0.07093029461980459
80,79.99987342713831,0.068673077909124
80,80.00014054593346,0.05502014681649324
80,79.99982584036226,0.04361901291995274
80,80.00018109372391,0.054180551674109165
80,80.00021023705283,0.06783193671125981
80,79.99978412118836,0.06183603356668006
80,80.00023573314424,0.0790250187087041
80,79.99975064819297,0.06642542815555998
80,80.0002660910326,0.06850526866445887
80,79.99970235096941,0.06818000529840462
80,80.00032013574493,0.06121823117863153
80,79.99967195072624,0.0647688001504034
80,79.99960749164521,0.05480888346864448
80,80.00039312203285,0.05965726433744493
80,80.00042607967677,0.07385252414364733
80,79.99953998045592,0.050848949179483585
90,90.00001594605838,0.05298622861887129
90,89.99996957286497,0.0585309815107877
90,90.00004630969758,0.05444511504467303
90,90.0000725464783,0.04900821561648685
90,89.99990012587187,0.05799519749887338
90,90.00012363418216,0.06635995520237062
90,89.9998675719134,0.06967002302753855
90,90.00014622786779,0.06768432989910861
90,90.00019150951027,0.06939462306405879
90,90.00022332378845,0.06447571119021958
90,89.99976113674477,0.07288273191931847
90,89.99975835780255,0.06230667402280976
90,89.9997152119575,0.047910689732797045
90,90.00029128969179,0.06711424147092009
90,90.000363251757,0.06856620672317917
90,89.9996339840456,0.060810699279701695
90,90.00039270630649,0.06245416113900915
90,90.00042163650613,0.05820260512945909
90,89.99957769473497,0.06866157387288228
90,89.99954530886862,0.06770826131096094
90,90.00046982568149,0.05106098726292864
100,100.00001145072667,0.05591504203958223
100,99.99995575127586,0.05696557637794157
100,99.99994439549978,0.051836231913114844
100,100.00012361304992,0.04747760128929714
100,99.99986491173277,0.045419913967785504
100,100.00016512753128,0.04775254129149502
100,99.99983093798254,0.05770121933973342
100,100.00023783534974,0.04748395745916667
100,99.99972401232041,0.052394860203132804
100,100.00028559879716,0.05079488096628453
100,100.00028834261235,0.03635681928056411
100,99.99969100655099,0.04480897743248016
100,100.00032877581805,0.05458220082012345
100,99.99966684678456,0.043041953412236725
100,100.00036912778808,0.05194741665847916
100,99.9996241594693,0.049879710340755626
100,99.99956374609275,0.05895303285353345
100,99.99951915386205,0.027505444673157617
100,100.00048919327546,0.057536563163432086
100,99.99950270931431,0.05107190389369151
100,100.00050840796449,0.045336241497252946
150,149.99999587260734,0.006349194408998629
150,149.99988893895198,0.011799352425881296
150,150.0001266512038,0.00901793153710091
150,150.00014596357198,0.012884888397070103
150,149.99984206149617,0.008738210326297272
150,150.00021879553228,0.003608721600514661
150,149.99976206647875,0.011206789432262224
150,150.00029016046875,0.008306945034976082
150,149.9996841142372,0.005644117993067993
150,150.0003352781737,0.008763083598498223
150,149.9996386982817,0.004036683905139613
150,149.9996014921617,0.010174370226720705
150,149.99949606601805,0.008319152033583506
150,150.00059075468639,0.009758198357126229
150,149.99933869667294,0.009754721012313661
150,150.00068671990783,0.00794189029428629
150,149.99926777309415,0.0018960818318803218
150,149.99919343018473,0.008252510666787831
150,150.00081389129198,0.009198062989824302
150,149.99912030201725,0.013940104879975414
150,150.00089804075756,0.008267741789602762
200,200.00005692044846,0.00010051770997953808
200,200.00029150388565,0.0003432965377447557
200,199.99967629264074,0.00018280332062418924
200,200.00045030575825,0.000202549975201374
200,199.9995118288845,0.00038311140549228276
200,199.99943765986635,0.000269903990749936
200,200.0005917415529,0.00042608794366210247
200,199.99915916397646,0.0001058636589014788
200,200.00092335736758,3.412299019415132e-05
200,199.99906653576122,0.00011396712762260106
200,199.9989600936861,0.00028161169477100735
200,199.9989146244765,0.0004009469371026031
200,200.0012090914203,0.00015788292799075315
200,199.9987148926535,0.00046112930152854975
200,200.00129509732918,0.00043651226388021457
200,199.99862219010683,0.00021804730684426502
200,199.99859405231857,0.00040750309001500644
200,199.99851373653527,0.0005381476725442625
200,200.0016096885952,1.6361013942770297e-05
200,199.99830956295565,0.0001773223124352568
200,199.9982944630278,0.0002757747370970887
250,249.99978128594844,3.2691037514988e-05
250,249.9995323897345,1.4148431174037284e-05
250,249.99950170185838,4.617966105200264e-06
250,249.99932074744683,7.522364291559032e-06
250,249.99913041705878,2.1905978079482326e-05
250,250.00094259200625,5.81468878973747e-05
250,250.00130339495476,9.940796753260241e-06
250,249.99865243530778,3.924237743502985e-05
250,249.99860546419956,3.9334958092985495e-05
250,249.99841857601848,2.1814165781907362e-05
250,249.99836809013902,1.2208726321670835e-05
250,250.00188980722803,5.989657467589573e-06
250,249.9977077599898,9.514880691669115e-06
250,249.9972452904651,4.777495825412825e-06
250,250.00299736057204,4.143994643793734e-05
250,250.0033029795208,1.4546201223949275e-05
250,249.99643235394998,3.692437097019521e-05
250,249.99635983520125,7.836950333156842e-06
250,250.00399924328406,9.452798009530598e-06
250,249.99593752717783,2.1876064286506076e-05
250,250.00407652641437,2.267133669293631e-06
300,299.9999338805148,9.857553400037483e-06
300,299.99986452205593,1.7608907933168057e-06
300,300.00078519255476,7.378268339400213e-06
300,300.0014554614042,1.5230139984350086e-06
300,300.00153756858015,1.024534433217959e-05
300,299.9981052333357,5.174998437503031e-06
300,300.00210948953884,5.9626938943016705e-06
300,299.99772793828186,1.240426904629151e-05
300,300.00232318853676,4.5359118309112055e-07
300,300.0026775610517,3.7445700380988357e-06
300,299.9972557398159,1.592176893465018e-06
300,300.00300825833546,1.1865750247887353e-06
300,300.003222203744,3.001831321759304e-06
300,299.996360039809,5.380326534489921e-06
300,299.9960448713213,9.956292944760474e-06
300,300.00401953592274,5.1201847837460345e-06
300,300.00425544280296,2.347324056215221e-06
300,300.0046544411311,6.464242307856905e-06
300,300.00506077349263,1.7258142016608399e-06
300,300.00577371006676,6.409935345298802e-06
300,299.99379857306224,3.286876946535837e-06
350,350.00016662710664,3.6363774223940872e-06
350,350.00047677508707,9.49321498993263e-07
350,350.00073242912873,4.045189918666329e-06
350,350.0012542498194,1.5550844497173342e-06
350,350.00294001956416,2.0393454259499445e-06
350,349.99555895708704,4.7227418835929325e-06
350,350.0048217897575,5.1438668037484755e-06
350,350.00489276980574,2.986501354325025e-06
350,349.9944404653483,1.948169029274582e-06
350,349.9942640134768,2.5766592160064075e-06
350,350.0065707481958,4.119547347522063e-06
350,349.99305424197286,8.140745459729799e-07
350,349.9929077739039,2.5029297369148753e-06
350,349.99041233600826,4.198691962054661e-06
350,350.00959553417744,2.0540288137168694e-06
350,350.010490461913,4.907809873049321e-06
350,349.987975552245,2.4129050606343963e-06
350,350.0120376713476,1.7934226317924075e-06
350,350.01204739297276,2.413786264617719e-06
350,350.01217104241766,2.1183239289705254e-06
350,350.0134716664918,1.2523157880115569e-06
400,399.99819114031885,7.95260087925006e-07
400,399.9969839023701,1.772221194303871e-06
400,400.0034015652548,1.2273175484880418e-06
400,400.0052913718972,1.3670736417851695e-06
400,399.9929187279057,1.3933664085466194e-06
400,400.0090165598432,1.9598336570805887e-06
400,400.0090487896739,1.1595521661056892e-06
400,399.99044307113917,1.4758274782488454e-06
400,399.9893493276521,2.5731210756381947e-06
400,399.9892876084761,2.4347434200260316e-06
400,400.0120199365907,1.2434745857479507e-06
400,399.9870691792453,1.3016439400442404e-06
400,400.01296895006095,1.973737278596108e-06
400,399.9868541678189,2.6610290244938243e-06
400,399.9867278138476,1.1658475642050301e-06
400,399.9849282343297,3.0939450649074854e-06
400,399.9846513245448,3.011972059713118e-06
400,399.9838458986612,1.442116350168048e-06
400,400.01700575195133,1.3891545412724832e-06
400,399.98241043758014,1.9489062454582666e-06
400,400.0195100846101,7.772444486461e-07
450,449.9985285022562,7.123174362206832e-07
450,449.99494263834464,1.1819214784791865e-06
450,449.99442414670364,1.3477883425272614e-06
450,450.0058779296766,9.926807699653379e-07
450,450.00608169886476,1.3117981382336296e-06
450,449.99276564116127,1.8305379811777102e-06
450,449.99271942546466,1.101092552759719e-06
450,450.0085693277519,1.180258529631422e-06
450,450.00913517823534,1.0993944017718214e-06
450,449.9901350484119,9.47005974369288e-07
450,450.01125990303376,9.476506968288437e-07
450,449.98653618598877,1.7113858625819409e-06
450,450.0158818807256,2.794529985293934e-06
450,449.98345045111876,1.4886020906228062e-06
450,449.98319991877287,6.666835605933176e-07
450,449.9830850004277,2.924178437243285e-06
450,449.98265060893704,1.3336136505374939e-06
450,450.02085271393906,7.248500140241766e-07
450,450.02256969268154,3.010079407187171e-06
450,449.97720278182726,1.3401508628719e-06
450,450.02518426962877,1.2864984371100338e-06
500,499.9981414337992,2.1146056575104586e-06
500,500.00482155529835,1.3553395570256985e-06
500,500.00646678906867,8.132498767454727e-07
500,499.99278455336287,1.009764798657468e-06
500,500.0080650303563,1.0186608036241463e-06
500,499.98906172439456,1.0997733426048445e-06
500,500.01102549530066,1.167277971523548e-06
500,499.9881590447046,2.356132979234451e-06
500,499.9814969520814,1.1941752839878701e-06
500,499.97894075896636,1.7096906573612047e-06
500,499.9679145114825,1.5674775689832434e-06
500,499.9631243051311,1.6553469691553116e-06
500,499.9609548896868,1.6388167781113539e-06
500,499.9408079235383,1.976919497395306e-06
500,500.06254200687016,9.583172661466315e-07
500,499.93240754403183,7.446218135198106e-07
500,499.9304642626556,1.069289161871599e-06
500,499.9282096649199,8.496243290997916e-07
500,499.92741327259466,1.2627822155929355e-06
500,500.0741806250705,1.2407649311207492e-06
500,499.9099561394506,1.3773919996334712e-06
550,549.9987413212261,1.352010080330788e-06
550,550.0046479974224,1.0116815469954405e-06
550,550.0153546255005,9.036906980347617e-07
550,550.0176952751583,1.3875544871650488e-06
550,549.9734261367418,1.8576999116138088e-06
550,550.0273352375258,1.8212521220247001e-06
550,550.0493431354029,6.533593674437776e-07
550,550.0577137004004,7.197103703559201e-07
550,550.0583478189628,1.1365347296442254e-06
550,549.937621484108,8.538214776270465e-07
550,549.9301382561694,1.1634124218284232e-06
550,550.0699305537804,7.792091591249013e-07
550,549.9292996801129,1.0262347213080448e-06
550,549.9228205922147,1.2463482604948074e-06
550,549.9211793471076,1.2346849562160994e-06
550,549.9205693609814,6.547890924076681e-07
550,550.0806252861793,9.767833899347567e-07
550,550.0860615810923,7.42329939909023e-07
550,549.9115047854207,5.845507769675906e-07
550,550.0886381763522,6.160259242868149e-07
550,549.909159157366,1.1263321227751313e-06
600,600.0025718627128,5.918105620626859e-07
600,599.9953822210372,1.236281179770425e-06
600,600.0061233566921,6.94850999757865e-07
600,599.9926086638854,1.349584492899061e-06
600,600.0261434982706,9.342307059499598e-07
600,600.0286135543608,3.932511625872974e-07
600,599.9624926184923,1.211803156321207e-06
600,599.951584650728,7.313892277759576e-07
600,599.9401969700812,7.545929012253266e-07
600,599.9075823434455,8.273985584787396e-07
600,599.9065264686096,1.0162948475269876e-06
600,599.9030159463379,1.4459539829836017e-06
600,599.8721803665808,1.6400069346971966e-06
600,599.8597767380152,6.462179430075063e-07
600,599.8529463981978,9.187620262297998e-07
600,600.1771525994409,1.56748053714524e-06
600,600.1807095652701,4.206501319681373e-07
600,599.8103548650766,6.014475413376869e-07
600,600.2081434446872,1.2440139978834167e-06
600,600.2114959293062,7.802877403420147e-07
600,599.7483867434553,7.077340565163288e-07
800,800.0561703638136,6.18293247610888e-07
800,800.2185934205252,6.813147106935776e-07
800,799.7369422268762,8.02733089506676e-07
800,800.2649603922488,4.835063361413528e-07
800,800.7631439979225,5.628531107030392e-07
800,800.9972088968777,1.2651026180386399e-06
800,803.4678339474542,9.09857264312272e-07
800,794.4672589023747,6.645749769519024e-07
800,805.8277674685864,8.175470071114628e-07
800,793.3652759970364,3.956766223130306e-07
800,792.2903486171775,1.0250813922025033e-06
800,809.7035027970278,1.010605385962087e-06
800,788.9770080108066,7.233096826385794e-07
800,788.3743923543708,9.387085727567106e-07
800,787.1986060070557,1.03390680339897e-06
800,786.9506311037331,1.2348992635243998e-06
800,786.418552337451,6.953639637009627e-07
800,813.8173775520592,5.092268772534804e-07
800,786.0317771840829,3.2968057496963164e-07
800,784.4160594500744,6.923522627239419e-07
800,784.2809620511756,1.2831368595760534e-06
1000,973.4398835436949,2.836797519530797e-07
1000,929.4868647086599,2.784093845493284e-07
1000,922.0915177438163,2.9458316908851387e-07
1000,855.6098888460552,8.190680315142212e-07
1000,850.1673090247979,7.280223199219552e-07
1000,847.8389404211636,4.0147946009349774e-07
1000,846.4632407085758,4.2762882481187086e-07
1000,844.2871264410707,3.735311474167463e-07
1000,843.9156439855251,8.470846583665606e-07
1000,836.6512139589533,9.64432552654393e-07
1000,827.670076806157,1.1807729441418205e-06
1000,827.247581100231,4.317288351199298e-07
1000,821.6088476242153,3.978809008578709e-07
1000,819.483128656285,8.232493596061534e-07
1000,819.2182170835258,8.746342390593138e-07
1000,817.9756918635269,6.340874152827816e-07
1000,813.8173775520586,5.092268772539004e-07
1000,809.7035027970271,1.0106053859623225e-06
1000,805.8277674685862,8.17547007171747e-07
1000,803.4678339474544,9.098572643137847e-07
1000,800.997208896878,1.2651026180259393e-06
1200,973.4398835436951,2.8367975195307926e-07
1200,929.4868647086605,2.784093845493281e-07
1200,922.0915177438164,2.9458316908851287e-07
1200,855.6098888460554,8.190680314636989e-07
1200,850.1673090247971,7.280223199219456e-07
1200,847.8389404211634,4.014794600935466e-07
1200,846.4632407085762,4.276288248122384e-07
1200,844.2871264410708,3.735311474642242e-07
1200,843.9156439855255,8.47084658366098e-07
1200,836.6512139589533,9.644325526594623e-07
1200,827.6700768061576,1.1807729441350546e-06
1200,827.2475811002307,4.317288351190698e-07
1200,821.6088476242151,3.978809008577137e-07
1200,819.4831286562844,8.232493595950281e-07
1200,819.2182170835255,8.746342390386084e-07
1200,817.9756918635268,6.340874152869626e-07
1200,813.8173775520592,5.092268772494337e-07
1200,809.7035027970273,1.0106053859573787e-06
1200,805.8277674685855,8.175470071107645e-07
1200,803.4678339474546,9.098572643152684e-07
1200,800.9972088968774,1.2651026181433526e-06
1500,973.4398835436947,2.8367975195307973e-07
1500,929.4868647086603,2.784093845493279e-07
1500,922.0915177438158,2.945831690884955e-07
1500,855.6098888460551,8.190680314721545e-07
1500,850.1673090247984,7.280223196680487e-07
1500,847.8389404211637,4.014794600934922e-07
1500,846.4632407085753,4.2762882481214884e-07
1500,844.2871264410716,3.7353114747309015e-07
1500,843.9156439855244,8.470846583655938e-07
1500,836.6512139589533,9.644325526581302e-07
1500,827.6700768061571,1.180772944129071e-06
1500,827.2475811002295,4.31728835121427e-07
1500,821.6088476242163,3.978809008599275e-07
1500,819.483128656285,8.232493596522857e-07
1500,819.2182170835251,8.746342391295078e-07
1500,817.9756918635276,6.340874153064443e-07
1500,813.8173775520586,5.092268772817596e-07
1500,809.7035027970275,1.0106053859334757e-06
1500,805.8277674685849,8.175470072735977e-07
1500,803.467833947455,9.098572643451989e-07
1500,800.9972088968782,1.2651026181011977e-06
2000,973.4398835436948,2.836797519530794e-07
2000,929.4868647086596,2.784093845492643e-07
2000,922.0915177438162,2.945831690792875e-07
2000,855.6098888460544,8.190680313845181e-07
2000,850.1673090247982,7.280223199277545e-07
2000,847.8389404211637,4.0147946009045345e-07
2000,846.4632407085767,4.2762882376456946e-07
2000,844.2871264410708,3.735311474594779e-07
2000,843.9156439855255,8.470846583662201e-07
2000,836.651213958952,9.6443255265961e-07
2000,827.670076806158,1.180772944158623e-06
2000,827.2475811002321,4.3172883512156683e-07
2000,821.6088476242151,3.9788090085783187e-07
2000,819.4831286562846,8.232493595845456e-07
2000,819.2182170835256,8.746342390050456e-07
2000,817.9756918635262,6.340874152970166e-07
2000,813.817377552059,5.092268772497222e-07
2000,809.7035027970273,1.0106053859222112e-06
2000,805.8277674685869,8.175470071096403e-07
2000,803.4678339474538,9.098572643004972e-07
2000,800.997208896877,1.26510261716507e-06
2200,973.4398835436953,2.8367975195308016e-07
2200,929.4868647086596,2.784093845499015e-07
2200,922.0915177438173,2.945831690723951e-07
2200,855.609888846056,8.19068031417044e-07
2200,850.1673090247978,7.280223199205898e-07
2200,847.8389404211621,4.014794603006687e-07
2200,846.463240708576,4.2762882481207266e-07
2200,844.2871264410696,3.7353114742281176e-07
2200,843.9156439855251,8.470846583668418e-07
2200,836.6512139589524,9.644325526636556e-07
2200,827.6700768061571,1.180772944275687e-06
2200,827.2475811002316,4.317288351232733e-07
2200,821.6088476242173,3.9788090085468467e-07
2200,819.483128656284,8.232493595684832e-07
2200,819.2182170835249,8.74634239039255e-07
2200,817.9756918635273,6.340874152830372e-07
2200,813.8173775520565,5.092268772530047e-07
2200,809.7035027970262,1.0106053860991608e-06
2200,805.8277674685858,8.175470084220615e-07
2200,803.4678339474556,9.098572642634381e-07
2200,800.9972088968768,1.265102617336963e-06
2500,973.4398835436957,2.836797519530789e-07
2500,929.4868647086594,2.7840938455055633e-07
2500,922.0915177438144,2.945831691609457e-07
2500,855.609888846056,8.190680317655697e-07
2500,850.1673090247969,7.280223198534525e-07
2500,847.8389404211671,4.0147946009348736e-07
2500,846.4632407085776,4.276288248117391e-07
2500,844.287126441069,3.735311471590742e-07
2500,843.9156439855249,8.470846583690277e-07
2500,836.6512139589524,9.644325526593592e-07
2500,827.6700768061557,1.1807729429500466e-06
2500,827.2475811002323,4.317288350926583e-07
2500,821.6088476242146,3.978809008469173e-07
2500,819.4831286562862,8.232493596030961e-07
2500,819.2182170835238,8.746342391186151e-07
2500,817.9756918635262,6.340874152817258e-07
2500,813.8173775520597,5.09226877255308e-07
2500,809.7035027970264,1.0106053860176132e-06
2500,805.8277674685867,8.175470071063534e-07
2500,803.4678339474535,9.098572645016039e-07
2500,800.9972088968777,1.2651026176085771e-06
3000,973.4398835436955,2.836797519530784e-07
3000,929.4868647086596,2.7840938454133273e-07
3000,922.0915177438137,2.9458316921608344e-07
3000,855.6098888460547,8.190680304826756e-07
3000,850.1673090247982,7.280223204174054e-07
3000,847.8389404211662,4.01479460092989e-07
3000,846.4632407085742,4.2762882482248804e-07
3000,844.2871264410715,3.7353114746434237e-07
3000,843.9156439855274,8.470846583661031e-07
3000,836.651213958954,9.644325526594812e-07
3000,827.6700768061573,1.1807729441453855e-06
3000,827.2475811002291,4.317288351200772e-07
3000,821.6088476242176,3.978809008732764e-07
3000,819.4831286562862,8.232493595799556e-07
3000,819.2182170835245,8.746342390135872e-07
3000,817.9756918635267,6.340874152767536e-07
3000,813.8173775520572,5.092268772479079e-07
3000,809.7035027970287,1.0106053858356108e-06
